Author,Year,Title,Academic department,City,University,No. of pages,Thesis type,Accesion number,Call number,Label,Keywords,Abstract,URL,Author Address
U. A. Parasara,1989,Role of avian predators in Heliothis armigera Hübner management and breeding biology of the Bank Myna Acridotheres ginginianus Linn.,,,"Gujarat Agricultural University, Anand",,M.Sc.,,,TD-00226,Starlings,,,
Sturnidae,,,,,,,,,,,,,,
Acridotheres ginginianus,,,,,,,,,,,,,,
Gujarat Rajputana,,,,,,,,,,,,,,
Agro-ecosystem,,,,,,,,,,,,,,
Crop fields,,,,,,,,,,,,,,
Population ecology,,,,,,,,,,,,,,
Behavioural ecology,,,,,,,,,,,,,,
Heliothis armigera,,,,,,,,,,,,,,
Pest worms,,,,,,,,,,,,,,
Agricultural ornithology,,,,,,,,,,,,,,
Feeding habits,,,,,,,,,,,,,,
Insectivores,,,,,,,,,,,,,,
Biological control,,,,,,,,,,,,,,
Pests,,,,,,,,,,,,,,
A. B. Parmar,2015,"Biodiversity of waterbirds of Kheda district, Gujarat",Department of Zoology,,"Veer Kunwar Singh University, Ara",,Ph.D.,,,TD-00092,Waterbirds,,,
Waterfowl,,,,,,,,,,,,,,
Gujarat Rajputana,,,,,,,,,,,,,,
Wetlands ,,,,,,,,,,,,,,
Waterbodies,,,,,,,,,,,,,,
Habitat ecology,,,,,,,,,,,,,,
Population ecology,,,,,,,,,,,,,,
Conservation biology,,,,,,,,,,,,,,
Species diversity,,,,,,,,,,,,,,
Species composition,,,,,,,,,,,,,,
Habitat preference,,,,,,,,,,,,,,
Species co-existence,,,,,,,,,,,,,,
Foraging behaviour,,,,,,,,,,,,,,
Breeding biology,,,,,,,,,,,,,,
Migration,,,,,,,,,,,,,,
Habitat loss,,,,,,,,,,,,,,
R. V. Parmar,2011,Ecological study of avifauna of Thol Bird Sanctuary (TBS) and its vicinity in Gujarat state,Department of Zoology,,"Hemachandracharya North Gujarat University, Patan",,Ph.D.,,,TD-00112,Wetland birds,,,
Waterfowl,,,,,,,,,,,,,,
Landbirds,,,,,,,,,,,,,,
Gujarat Rajputana,,,,,,,,,,,,,,
Wetlands,,,,,,,,,,,,,,
Marshes,,,,,,,,,,,,,,
Waterbodies,,,,,,,,,,,,,,
Community ecology,,,,,,,,,,,,,,
Population ecology,,,,,,,,,,,,,,
Species diversity ,,,,,,,,,,,,,,
Species abundance,,,,,,,,,,,,,,
Community composition,,,,,,,,,,,,,,
Habitat occupancy,,,,,,,,,,,,,,
Migration ,,,,,,,,,,,,,,
Winter migrant,,,,,,,,,,,,,,
Feeding ecology,,,,,,,,,,,,,,
Breeding seasonality,,,,,,,,,,,,,,
C. S. Patel,1994,"Pineal, pineal indoles and photoperiodism in relation to seasonal reproductive functions and metabolic physiology of male feral Blue Rock Pigeon, Columba livia",Department of Zoology,,"Maharaja Sayajirao University of Baroda, Vadodara",,Ph.D.,,,TD-00203,Pigeons,,,
Columba livia,,,,,,,,,,,,,,
Columbidae,,,,,,,,,,,,,,
Gujarat Rajputana,,,,,,,,,,,,,,
Urban ecosystem,,,,,,,,,,,,,,
Woodland,,,,,,,,,,,,,,
Species ecology & life-history strategies,,,,,,,,,,,,,,
Avian physiology & anatomy,,,,,,,,,,,,,,
Photoperiod,,,,,,,,,,,,,,
Pineal gland,,,,,,,,,,,,,,
Harmonal studies,,,,,,,,,,,,,,
Carbohydrate metabolism,,,,,,,,,,,,,,
Breeding seasonality,,,,,,,,,,,,,,
Reproductive biology,,,,,,,,,,,,,,
Endocrinology,,,,,,,,,,,,,,
H. G. Patel,2015,Investigation of wetland birds with reference to some ecological aspects in Ahmedabad,Department of Zoology,,Hemchandracharya North Gujarat University,300,Ph.D.,,,TD-00410,Bird studies,,,
Seasonality,,,,,,,,,,,,,,
Population estimation,,,,,,,,,,,,,,
Population density,,,,,,,,,,,,,,
Species abundance,,,,,,,,,,,,,,
Population monitoring,,,,,,,,,,,,,,
Population trend analysis,,,,,,,,,,,,,,
Species-habitat interactions,,,,,,,,,,,,,,
Roost count,,,,,,,,,,,,,,
Nest site selection,,,,,,,,,,,,,,
Life history strategies,,,,,,,,,,,,,,
Nesting behaviour,,,,,,,,,,,,,,
Breeding synchrony,,,,,,,,,,,,,,
J. R. Patel,1991,"Role of avian predators, other bioagents and cutting management in control of Lucerne (Medicago sativa L.) pests and breeding biology of Brahminy Myna Sturnus pagodarum",,,"Gujarat Agricultural University, Anand",,M.Sc.,,,TD-00227,Starlings,,,
Sturnidae,,,,,,,,,,,,,,
Sturnia pagodarum,,,,,,,,,,,,,,
Gujarat Rajputana,,,,,,,,,,,,,,
Agro-ecosystem,,,,,,,,,,,,,,
Behavioural ecology,,,,,,,,,,,,,,
Population ecology,,,,,,,,,,,,,,
Foraging crop,,,,,,,,,,,,,,
Bioagents,,,,,,,,,,,,,,
Plant pests,,,,,,,,,,,,,,
Agricultural ornithology,,,,,,,,,,,,,,
Population dynamics,,,,,,,,,,,,,,
Feeding ecology,,,,,,,,,,,,,,
Biological control,,,,,,,,,,,,,,
Lucerne ,,,,,,,,,,,,,,
Breeding biology,,,,,,,,,,,,,,
K. B. Patel,2008,"Assessment of avian community and its impact on millets agro ecosysytem in selected area of the Patan district, NG",Department of Zoology,,"Hemachandracharya North Gujarat University, Patan",,Ph.D.,,,TD-00148,Landbirds,,,
Gujarat Rajputana,,,,,,,,,,,,,,
Agro-ecosystem,,,,,,,,,,,,,,
Rural ecosystem,,,,,,,,,,,,,,
Crop fields,,,,,,,,,,,,,,
Community ecology,,,,,,,,,,,,,,
Behavioural ecology,,,,,,,,,,,,,,
Community composition,,,,,,,,,,,,,,
Granivores,,,,,,,,,,,,,,
Human-wildlife conflicts,,,,,,,,,,,,,,
Feeding habits,,,,,,,,,,,,,,
Food availability,,,,,,,,,,,,,,
M. K. Patel,2002,"Studies on the flight, endocrine and reproductive aspects in some selected birds",Department of Zoology,,"Gulbarga University, Gulbarga",,Ph.D.,,,TD-00183,Landbirds,,,
Deccan Plateau,,,,,,,,,,,,,,
Dry deciduous forests,,,,,,,,,,,,,,
Shrublands,,,,,,,,,,,,,,
Grasslands,,,,,,,,,,,,,,
Avian physiology & anatomy,,,,,,,,,,,,,,
Species diversity,,,,,,,,,,,,,,
Habitat quality,,,,,,,,,,,,,,
Bird feathers,,,,,,,,,,,,,,
Flight characteristics,,,,,,,,,,,,,,
Roosting behaviour,,,,,,,,,,,,,,
Endocrinology,,,,,,,,,,,,,,
Reproductive biology,,,,,,,,,,,,,,
C. P. Pathak,2011,A study of ecology of the piscivorous birds at Thol Bird Sanctuary,Department of Biosciences,,"Saurashtra University, Rajkot",,Ph.D.,,,TD-00113,Waterbirds,,,
Waterfowl,,,,,,,,,,,,,,
Gujarat Rajputana,,,,,,,,,,,,,,
Wetlands ,,,,,,,,,,,,,,
Waterbodies,,,,,,,,,,,,,,
Marshes,,,,,,,,,,,,,,
Behavioural ecology,,,,,,,,,,,,,,
Species diversity,,,,,,,,,,,,,,
Species abundance,,,,,,,,,,,,,,
Habitat selection,,,,,,,,,,,,,,
Feeding ecology,,,,,,,,,,,,,,
Piscivores,,,,,,,,,,,,,,
Prey availability,,,,,,,,,,,,,,
Migrants,,,,,,,,,,,,,,
Breeding biology,,,,,,,,,,,,,,
D. M. Pathan,2008,Biosystematic studies of some cestode parasites of birds and fishes fom west coast of Maharashtra,Department o Zoology,,"Dr Babasaheb Ambedkar Marathwada University, Aurangabad",,Ph.D.,,,TD-00151,Shorebirds,,,
Coastal birds,,,,,,,,,,,,,,
Deccan Plateau,,,,,,,,,,,,,,
Coasts,,,,,,,,,,,,,,
Wetlands,,,,,,,,,,,,,,
Avian disease and health,,,,,,,,,,,,,,
Ecto-parasites,,,,,,,,,,,,,,
Infections,,,,,,,,,,,,,,
Immunocompetence,,,,,,,,,,,,,,
Immune responses,,,,,,,,,,,,,,
Piscivores,,,,,,,,,,,,,,
S. D. Patil,2009,"Bio systematic studies on some cestode parasites of birds from Nasik district, Maharashtra",Department of Zoology,,"Dr. Babasaheb Ambedkar Marathwada University, Aurangabad",,Ph.D.,,,TD-00144,Landbirds,,,
Deccan Plateau,,,,,,,,,,,,,,
Scrub forests,,,,,,,,,,,,,,
Dry deciduous forests,,,,,,,,,,,,,,
Moist deciduous forests,,,,,,,,,,,,,,
Wetlands,,,,,,,,,,,,,,
Avian disease and health,,,,,,,,,,,,,,
Ecto-parasites,,,,,,,,,,,,,,
Infections,,,,,,,,,,,,,,
Immunocompetence,,,,,,,,,,,,,,
O. Pfister,1997,An introduction to birds of Ladakh,,,"University of Hull, Kingston",,M.Sc.,,,TD-00293,Landbirds,,,
Waterfowl,,,,,,,,,,,,,,
Wetland birds,,,,,,,,,,,,,,
Trans-Himalayas,,,,,,,,,,,,,,
Ladakh,,,,,,,,,,,,,,
Lakes,,,,,,,,,,,,,,
Montane forests,,,,,,,,,,,,,,
Alpine forests,,,,,,,,,,,,,,
Waterbodies,,,,,,,,,,,,,,
Community ecology,,,,,,,,,,,,,,
Species composition,,,,,,,,,,,,,,
Species richness,,,,,,,,,,,,,,
Species abundance,,,,,,,,,,,,,,
Habitat preference,,,,,,,,,,,,,,
V. S. Prabhu,2005,A comparative account on the lead contamination in crows and Little Cormorant in Tamil Nadu,J.J College of Arts and Science & Sálim Ali Centre for Ornithology and Natural History,Pudukkottai & Coimbatore,"Bharathidasan University, Tiruchirappalli",,M.Sc.,,,TD-00130,Corvus splendens,,,
Corvus macrorhynchos,,,,,,,,,,,,,,
Corvidae,,,,,,,,,,,,,,
Crows,,,,,,,,,,,,,,
Microcarbo niger,,,,,,,,,,,,,,
Phalacrocoracidae,,,,,,,,,,,,,,
Cormorants,,,,,,,,,,,,,,
Western Ghats (Central),,,,,,,,,,,,,,
Shrublands,,,,,,,,,,,,,,
Urban ecosystem,,,,,,,,,,,,,,
Rural ecosystem,,,,,,,,,,,,,,
Waterbodies,,,,,,,,,,,,,,
Avian disease and health,,,,,,,,,,,,,,
Toxicology,,,,,,,,,,,,,,
Metal contamination,,,,,,,,,,,,,,
Bio-magnification,,,,,,,,,,,,,,
Scavengers,,,,,,,,,,,,,,
Lead poisoning,,,,,,,,,,,,,,
R. G. Pradhan,2007,Biology of helminth parasites of fishes and birds from Jalna district,Department of Zoology,,"Dr Babasaheb Ambedkar Marathwada University, Aurangabad",,Ph.D.,,,TD-00159,Landbirds,,,
Deccan Plateau,,,,,,,,,,,,,,
Forests ,,,,,,,,,,,,,,
Wetlands,,,,,,,,,,,,,,
Avian disease and health,,,,,,,,,,,,,,
Parasitology,,,,,,,,,,,,,,
Helminth infections,,,,,,,,,,,,,,
Ecto-parasites,,,,,,,,,,,,,,
Immune responses,,,,,,,,,,,,,,
Glycogen estimation,,,,,,,,,,,,,,
Histopathology,,,,,,,,,,,,,,
S. H. Prajapati,2011,Ecology of common avian species in Balaram- Aambaji Wildlife Sanctuary,Department of Zoology,,"Hemachandracharya North Gujarat University, Patan",,Ph.D.,,,TD-00108,Landbirds,,,
Waterbirds,,,,,,,,,,,,,,
Waterfowl,,,,,,,,,,,,,,
Gujarat Rajputana,,,,,,,,,,,,,,
Dry deciduous forests,,,,,,,,,,,,,,
Semi-evergreen forests,,,,,,,,,,,,,,
Shrublands,,,,,,,,,,,,,,
Waterbodies,,,,,,,,,,,,,,
Habitat ecology,,,,,,,,,,,,,,
Community ecology,,,,,,,,,,,,,,
Species distribution,,,,,,,,,,,,,,
Species richness,,,,,,,,,,,,,,
Habitat preference,,,,,,,,,,,,,,
Habitat occupancy,,,,,,,,,,,,,,
Foraging maneuver,,,,,,,,,,,,,,
Breeding biology,,,,,,,,,,,,,,
Nesting biology,,,,,,,,,,,,,,
K. Prakash,2001,"Studies on waterbirds of coastal sand flats of Tranquebar, Nagappatinam district, Tamil Nadu.",AVC College,Mayiladuthurai,"Bharathidasan University, Tiruchirappalli",,M.Sc.,,,TD-00232,Shorebirds,,,
Coastal birds,,,,,,,,,,,,,,
Coromandel Coast,,,,,,,,,,,,,,
Coastal ecosystem,,,,,,,,,,,,,,
Sand flats,,,,,,,,,,,,,,
Community ecology,,,,,,,,,,,,,,
Habitat ecology,,,,,,,,,,,,,,
Community composition,,,,,,,,,,,,,,
Habitat utilization,,,,,,,,,,,,,,
Habitat quality,,,,,,,,,,,,,,
Migrants,,,,,,,,,,,,,,
V. Prakash,1988,"The general ecology of raptors (Families Accipitridae, Strigidae, Class Aves) in Keoladeo National Park, Bharatpur",,,"University of Bombay, Bombay",,Ph.D.,,,TD-00061,Raptors,,,
Accipitridae,,,,,,,,,,,,,,
Strigidae,,,,,,,,,,,,,,
Gujarat Rajputana,,,,,,,,,,,,,,
Forests,,,,,,,,,,,,,,
Habitat ecology,,,,,,,,,,,,,,
Behavioural ecology,,,,,,,,,,,,,,
Population ecology,,,,,,,,,,,,,,
Species diversity,,,,,,,,,,,,,,
Species richness,,,,,,,,,,,,,,
Species co-existence,,,,,,,,,,,,,,
Habitat structure,,,,,,,,,,,,,,
Habitat preference,,,,,,,,,,,,,,
Prey selection,,,,,,,,,,,,,,
Roosting behaviour,,,,,,,,,,,,,,
Breeding biology,,,,,,,,,,,,,,
P. Pramod,1995,Ecological studies of bird communities of Silent Valley and neighbouring forests,Department of Zoology,,University of Calicut,,Ph.D.,,,TD-00161,Landbirds,,,
Waterbirds,,,,,,,,,,,,,,
Western Ghats (Central),,,,,,,,,,,,,,
Evergreen forests,,,,,,,,,,,,,,
Dry evergreen forests,,,,,,,,,,,,,,
Riverine forests,,,,,,,,,,,,,,
Community ecology,,,,,,,,,,,,,,
Habitat ecology,,,,,,,,,,,,,,
Population ecology,,,,,,,,,,,,,,
Community structure,,,,,,,,,,,,,,
Community composition,,,,,,,,,,,,,,
Species abundance,,,,,,,,,,,,,,
Species richness,,,,,,,,,,,,,,
Spatial distribution,,,,,,,,,,,,,,
Interspecific associations,,,,,,,,,,,,,,
Habitat structure,,,,,,,,,,,,,,
Foraging guilds,,,,,,,,,,,,,,
Canopy utilization,,,,,,,,,,,,,,
Mixed species flocks,,,,,,,,,,,,,,
K. Pratima Devi,1995,"Thyroidal involvement in reproductive physiiology of the migratory Black-headed Bunting, Emberiza melanocephala",Department of Life Sciences,,"Manipur University, Imphal",,Ph.D.,,,TD-00197,Buntings,,,
Emberizidae,,,,,,,,,,,,,,
Granativora melanocephala,,,,,,,,,,,,,,
North-eastern Hills,,,,,,,,,,,,,,
Dry deciduous forests,,,,,,,,,,,,,,
Woodland,,,,,,,,,,,,,,
Cultivated lands,,,,,,,,,,,,,,
Species ecology & life-history strategies,,,,,,,,,,,,,,
Thyroid glands,,,,,,,,,,,,,,
Thyroxine,,,,,,,,,,,,,,
Reproductive biology,,,,,,,,,,,,,,
Endocrinology,,,,,,,,,,,,,,
M. B. P. Purayil,2010,Studies on the terrestrial avian fauna of Kizhakkoth panchayath with special reference to treepie (Dendrocitta vagabunda),Department of Zoology,Calicut,University of Calicut,135 pages +xi,Ph.D.,,,TD-00408,Dendrocitta vagabunda,,,
Bird studies,,,,,,,,,,,,,,
Species distribution,,,,,,,,,,,,,,
Population status,,,,,,,,,,,,,,
Seasonality,,,,,,,,,,,,,,
Vocalization,,,,,,,,,,,,,,
Foraging behaviour,,,,,,,,,,,,,,
Nest site selection,,,,,,,,,,,,,,
Nesting success,,,,,,,,,,,,,,
Courtship behaviour,,,,,,,,,,,,,,
Mate guarding,,,,,,,,,,,,,,
Life history strategies,,,,,,,,,,,,,,
Clutch size,,,,,,,,,,,,,,
Parental care,,,,,,,,,,,,,,
S. S. Qadri,2015,Ecological factors affecting waterfowl in the wetlands of Kashmir,Centre of Research for Development,,"University of Kashmir, Srinagar",,Ph.D.,,,TD-00262,Waterfowl,,,
Kashmir Valley,,,,,,,,,,,,,,
Wetlands,,,,,,,,,,,,,,
Waterbodies,,,,,,,,,,,,,,
Ecophysiology,,,,,,,,,,,,,,
Water pollution,,,,,,,,,,,,,,
Water quality parameters,,,,,,,,,,,,,,
Water availability,,,,,,,,,,,,,,
Ice cover,,,,,,,,,,,,,,
Floating vegetation,,,,,,,,,,,,,,
Winter migrant,,,,,,,,,,,,,,
Ducks,,,,,,,,,,,,,,
Nutrient content,,,,,,,,,,,,,,
S. Quader,1995,The Grey Tit (Parus major caschmerensis) in Northern India: behaviour and ecology in the non-breeding season,Wildlife Institute of India,Dehradun,"Saurashtra University, Rajkot",46,M.Sc.,,,TD-00356,Parus major caschmerensis,,,
Species ecology,,,,,,,,,,,,,,
Behavioural studies,,,,,,,,,,,,,,
Non-breeding studies,,,,,,,,,,,,,,
Shivalik hills,,,,,,,,,,,,,,
Species ecology & life-history strategies,,,,,,,,,,,,,,
Site-fidelity,,,,,,,,,,,,,,
S. Quader,2003,Nesting and mating decisions and their consequences in the Baya Weaver bird Ploceus philippinus,,,"University of Florida, Florida",,Ph.D.,,,TD-00303,Weavers,,,
Ploceidae,,,,,,,,,,,,,,
Ploceus philippinus,,,,,,,,,,,,,,
Deccan Plateau,,,,,,,,,,,,,,
ICRISAT campus,,,,,,,,,,,,,,
Mate choice,,,,,,,,,,,,,,
Mate recognition,,,,,,,,,,,,,,
Nidification behaviour,,,,,,,,,,,,,,
Nest characteristics,,,,,,,,,,,,,,
Nesting materials,,,,,,,,,,,,,,
Sexual selection,,,,,,,,,,,,,,
Agro-ecosystem,,,,,,,,,,,,,,
R. N. Raghaba,2004,Effect of pesticides on blood and haemopoietic tissues of Blue Rock Pigeon: Columba Livia,Department of Zoology,,"Bhupendra Narayan Mandal University, Madhepura",,Ph.D.,,,TD-00173,Pigeons,,,
Columba livia,,,,,,,,,,,,,,
Columbidae,,,,,,,,,,,,,,
Lower Gangetic Plains,,,,,,,,,,,,,,
Woodlands,,,,,,,,,,,,,,
Farmlands,,,,,,,,,,,,,,
Agro-ecosystem,,,,,,,,,,,,,,
Avian disease and health,,,,,,,,,,,,,,
Toxicology,,,,,,,,,,,,,,
Pesticide contamination,,,,,,,,,,,,,,
Species abundance,,,,,,,,,,,,,,
Habitat adaptations,,,,,,,,,,,,,,
Feeding ecology,,,,,,,,,,,,,,
Crop fields,,,,,,,,,,,,,,
Haematology,,,,,,,,,,,,,,
F. M. R. Rahman,2008,Acetylcholinesterase as a biomarker in assesssing the impact of monocrotophos in Blue Rock Pigeon Columba livia,Sálim Ali Centre for Ornithology and Natural History,Coimbatore,"PSG College of Arts and Science,Coimbatore",,M.Sc.,,,TD-00048,Doves & Pigeons,,,
Columba livia,,,,,,,,,,,,,,
Columbidae,,,,,,,,,,,,,,
Western Ghats (Central),,,,,,,,,,,,,,
Urban ecosystem,,,,,,,,,,,,,,
Avian disease and health,,,,,,,,,,,,,,
Toxicology,,,,,,,,,,,,,,
Enzyme activity,,,,,,,,,,,,,,
Lethal dosage,,,,,,,,,,,,,,
N. D. Rai,1991,A study of heterospecific flocking and nonbreeding bird community structure of Rajaji National Park,Wildlife Institute of India,Dehradun,"Saurashtra University, Rajkot",,M.Sc.,,,TD-00277,Landbirds,,,
Siwalik Hills,,,,,,,,,,,,,,
Broadleaved forests,,,,,,,,,,,,,,
Riverine forests,,,,,,,,,,,,,,
Sal forest,,,,,,,,,,,,,,
Pine forests,,,,,,,,,,,,,,
Grasslands,,,,,,,,,,,,,,
Behavioural ecology,,,,,,,,,,,,,,
Community ecology,,,,,,,,,,,,,,
Flocking behaviour,,,,,,,,,,,,,,
Mixed species flocks,,,,,,,,,,,,,,
Community structure,,,,,,,,,,,,,,
Habitat selection,,,,,,,,,,,,,,
N. D. Rai,1991,A study of heterospecific flocking and nonbreeding bird community structure of Rajaji national park,Wildlife Institute of India,Dehradun,Saurashtra University,41,M.Sc.,,,TD-00359,Bird community,,,
Community composition,,,,,,,,,,,,,,
Community ecology,,,,,,,,,,,,,,
Guild structure,,,,,,,,,,,,,,
Foraging behaviour,,,,,,,,,,,,,,
Species richness,,,,,,,,,,,,,,
Vegetation characteristics,,,,,,,,,,,,,,
Habitat structure,,,,,,,,,,,,,,
Floristics,,,,,,,,,,,,,,
Heterospecific flocking,,,,,,,,,,,,,,
Flock composition,,,,,,,,,,,,,,
Species composition,,,,,,,,,,,,,,
Macroecology,,,,,,,,,,,,,,
Bird density,,,,,,,,,,,,,,
Bird-vegetation relationship,,,,,,,,,,,,,,
Vegetation structure,,,,,,,,,,,,,,
T. Rajadurai,1988,"Present distribution and status of Indian Peafowl (Pavo cristatus) in Viralimalai Area, Tamil Nadu, south India",AVC College,Mayiladuthurai,"Bharathidasan University, Tiruchirappalli",,M.Sc.,,,TD-00263,Galliformes,,,
Phasianidae,,,,,,,,,,,,,,
Pavo cristatus,,,,,,,,,,,,,,
Deccan Plateau,,,,,,,,,,,,,,
Woodland,,,,,,,,,,,,,,
Dry deciduous forests,,,,,,,,,,,,,,
Species ecology & life-history strategies,,,,,,,,,,,,,,
Species distribution,,,,,,,,,,,,,,
Flagship species,,,,,,,,,,,,,,
Habitat adaptations,,,,,,,,,,,,,,
Habitat use,,,,,,,,,,,,,,
Foraging behaviour,,,,,,,,,,,,,,
Feeding habits,,,,,,,,,,,,,,
Roosting behaviour,,,,,,,,,,,,,,
M. A. Rajamamannan,2010,Avifaunal diversity of the Andaman Islands and their conservation,Sálim Ali Centre for Ornithology and Natural History,Coimbatore,"Bharathiar University, Coimbatore",,Ph.D.,,,TD-00018,Landbirds,,,
Waterbirds,,,,,,,,,,,,,,
Shorebirds,,,,,,,,,,,,,,
Andamans,,,,,,,,,,,,,,
Islands,,,,,,,,,,,,,,
Forests,,,,,,,,,,,,,,
Wetlands,,,,,,,,,,,,,,
Coasts,,,,,,,,,,,,,,
Community ecology,,,,,,,,,,,,,,
Habitat ecology,,,,,,,,,,,,,,
Habitat structure,,,,,,,,,,,,,,
Species diversity,,,,,,,,,,,,,,
Community composition,,,aislander@gmail.com,,,,,,,,,,,
P. Rajan,2013,Bird community of Andaman Islands with emphasis on human associated and introduced birds,Sálim Ali Centre for Ornithology and Natural History,Coimbatore,"Bharathiar University, Coimbatore",,Ph.D.,,,TD-00024,Landbirds,,,
Waterbirds,,,,,,,,,,,,,,
Shorebirds,,,,,,,,,,,,,,
Andamans,,,,,,,,,,,,,,
Islands,,,,,,,,,,,,,,
Forests,,,,,,,,,,,,,,
Wetlands,,,,,,,,,,,,,,
Coasts,,,,,,,,,,,,,,
Habitat ecology,,,,,,,,,,,,,,
Conservation biology,,,,,,,,,,,,,,
Bird communities ,,,,,,,,,,,,,,
Land use patterns,,,,,,,,,,,,,,
Habitat utilization,,,,,,,,,,,,,,
Human-wildlife co-existence,,,,,,,,,,,,,,
Introduced species,,,rajandudu@gmail.com,,,,,,,,,,,
S. A. Rajan,1990,"The ecology of Indian Ring Dove Streptopelia decaocto decaocto (Frivaldszky) and the Indian Spotted Dove Streptopelia chinensis suratensis (Gmelin) at Point Calimere Wildlife Sanctuary, Tamil Nadu",,,"University of Mumbai, Mumbai",,M.Sc.,,,TD-00252,Doves,,,
Columbidae,,,,,,,,,,,,,,
Streptopelia decaocto,,,,,,,,,,,,,,
Streptopelia chinensis,,,,,,,,,,,,,,
Coromandel Coast,,,,,,,,,,,,,,
Behavioural ecology,,,,,,,,,,,,,,
Species co-existence,,,,,,,,,,,,,,
Competition,,,,,,,,,,,,,,
Foraging pattern,,,,,,,,,,,,,,
Roosting behaviour,,,,,,,,,,,,,,
Breeding biology,,,,,,,,,,,,,,
S. A. Rajan,1995,"The avifauna of the tropical dry evergreen forests of Point Calimere Wildlife Sanctuary, Tamil Nadu",,,"University of Bombay, Bombay",,Ph.D.,,,TD-00078,Landbirds,,,
Waterfowl,,,,,,,,,,,,,,
Coromandel Plains,,,,,,,,,,,,,,
Dry evergreen forests,,,,,,,,,,,,,,
Community ecology,,,,,,,,,,,,,,
Habitat ecology,,,,,,,,,,,,,,
Community structure,,,,,,,,,,,,,,
Community composition,,,,,,,,,,,,,,
Habitat use,,,,,,,,,,,,,,
Canopy utilization,,,,,,,,,,,,,,
Bird populations,,,,,,,,,,,,,,
Bird survey,,,,,,,,,,,,,,
Migrants,,,,,,,,,,,,,,
Nesting habitats,,,,,,,,,,,,,,
Anthropogenic disturbance,,,,,,,,,,,,,,
G. Rajanandhini,2008,Use of butyrylcholiesterase activity as a non-destructive biomarker in assessing the impact of monocrotophos in Blue Rock Pigeon Columba livia,Sálim Ali Centre for Ornithology and Natural History,Coimbatore,"Sri Krishna Arts and Science College, Coimbatore",,M.Sc.,,,TD-00047,Doves & Pigeons,,,
Columba livia,,,,,,,,,,,,,,
Columbidae,,,,,,,,,,,,,,
Western Ghats (Central),,,,,,,,,,,,,,
Urban ecosystem,,,,,,,,,,,,,,
Avian disease and health,,,,,,,,,,,,,,
Toxicology,,,,,,,,,,,,,,
Enzyme activity,,,,,,,,,,,,,,
Lethal dosage,,,,,,,,,,,,,,
S. K. Rajaraman,2001,"Studies on waterbirds of coastal sand flats of Chinnangudi, Nagappattinam district, Tamil Nadu",AVC College,Mayiladuthurai,"Bharathidasan University, Tiruchirappalli",,M.Sc.,,,TD-00233,Shorebirds,,,
Coastal birds,,,,,,,,,,,,,,
Coromandel Coast,,,,,,,,,,,,,,
Coastal ecosystem,,,,,,,,,,,,,,
Sand flats,,,,,,,,,,,,,,
Community ecology,,,,,,,,,,,,,,
Habitat ecology,,,,,,,,,,,,,,
Community composition,,,,,,,,,,,,,,
Habitat utilization,,,,,,,,,,,,,,
Habitat quality,,,,,,,,,,,,,,
Migrants,,,,,,,,,,,,,,
R. Rajasekar,1982,Studies on the avian nests and eggs of Mannampandal area,AVC College,Mayiladuthurai,"Bharathidasan University, Tiruchirappalli",,M.Sc.,,,TD-00241,Landbirds,,,
Coromandel Plains,,,,,,,,,,,,,,
Scrub forests,,,,,,,,,,,,,,
Woodland,,,,,,,,,,,,,,
Shrublands,,,,,,,,,,,,,,
Population ecology,,,,,,,,,,,,,,
Species diversity,,,,,,,,,,,,,,
Habitat preference,,,,,,,,,,,,,,
Nidification behaviour,,,,,,,,,,,,,,
Nesting biology,,,,,,,,,,,,,,
Nest characteristics,,,,,,,,,,,,,,
Nest site selection,,,,,,,,,,,,,,
Egg colour,,,,,,,,,,,,,,
Egg size,,,,,,,,,,,,,,
Egg shell characteristics,,,,,,,,,,,,,,
Breeding seasonality,,,,,,,,,,,,,,
Parental care,,,,,,,,,,,,,,
S. Rajashekar,2011,Avian fauna of greater Bangalore metropolitan city: identifying threats and formulating conservation methods,Department of Zoology,Bangalore,Bangalore University,"xxix, 158p",Ph.D.,,,TD-00403,Species diversity,,,
Species richness,,,,,,,,,,,,,,
Relative abundance,,,,,,,,,,,,,,
Species distribution,,,,,,,,,,,,,,
Seasonality,,,,,,,,,,,,,,
Species-habitat interactions,,,,,,,,,,,,,,
Habitat loss,,,,,,,,,,,,,,
Anthropogenic disturbance,,,,,,,,,,,,,,
Conservation efforts,,,,,,,,,,,,,,
Conservation monitoring,,,,,,,,,,,,,,
N. K. Ramachandran,1993,"The comparative ecology of the Pheasant-tailed and Bronze-winged Jacanas in Keoladeo National Park, Bharatpur, Rajasthan",,,"University of Bombay, Bombay",,Ph.D.,,,TD-00071,Jacanas,,,
Metopidius indicus,,,,,,,,,,,,,,
Hydrophasianus chirurgus,,,,,,,,,,,,,,
Jacanidae,,,,,,,,,,,,,,
Gujarat Rajputana,,,,,,,,,,,,,,
Waterbodies,,,,,,,,,,,,,,
Swamps,,,,,,,,,,,,,,
Species ecology & life-history strategies,,,,,,,,,,,,,,
Habitat ecology,,,,,,,,,,,,,,
Habitat selection,,,,,,,,,,,,,,
Floating vegetation,,,,,,,,,,,,,,
Microhabitat characteristics,,,,,,,,,,,,,,
Species distribution,,,,,,,,,,,,,,
Activity pattern,,,,,,,,,,,,,,
Climatic perturbation,,,,,,,,,,,,,,
Indicator species,,,,,,,,,,,,,,
